Date,BKNG
2018-03-26,2106.996826171875
2018-03-27,2051.550048828125
2018-03-28,2028.9658203125
2018-03-29,2054.344482421875
2018-04-02,2005.434326171875
2018-04-03,2041.68505859375
2018-04-04,2045.0819091796875
2018-04-05,2064.910400390625
2018-04-06,2007.95263671875
2018-04-09,2023.0906982421875
2018-04-10,2051.57958984375
2018-04-11,2054.600830078125
2018-04-12,2059.69677734375
2018-04-13,2059.745849609375
2018-04-16,2070.341552734375
2018-04-17,2135.239013671875
2018-04-18,2153.299560546875
2018-04-19,2131.920654296875
2018-04-20,2104.68603515625
2018-04-23,2106.97705078125
2018-04-24,2041.4080810546875
2018-04-25,2051.59912109375
2018-04-26,2085.36083984375
2018-04-27,2114.90625
2018-04-30,2150.732421875
2018-05-01,2152.104736328125
2018-05-02,2122.905029296875
2018-05-03,2125.26513671875
2018-05-04,2148.47119140625
2018-05-07,2167.479736328125
2018-05-08,2134.537841796875
2018-05-09,2156.252197265625
2018-05-10,2053.97900390625
2018-05-11,2046.049560546875
2018-05-14,2046.0791015625
2018-05-15,2041.8626708984375
2018-05-16,2048.616943359375
2018-05-17,2062.955078125
2018-05-18,2040.469970703125
2018-05-21,2045.625
2018-05-22,2051.18408203125
2018-05-23,2059.1435546875
2018-05-24,2062.1357421875
2018-05-25,2084.19580078125
2018-05-29,2050.0390625
2018-05-30,2071.734130859375
2018-05-31,2082.51708984375
2018-06-01,2102.286376953125
2018-06-04,2099.185791015625
2018-06-05,2114.185791015625
2018-06-06,2126.815673828125
2018-06-07,2105.288330078125
2018-06-08,2109.791259765625
2018-06-11,2097.69482421875
2018-06-12,2105.308349609375
2018-06-13,2079.989501953125
2018-06-14,2096.480224609375
2018-06-15,2114.64013671875
2018-06-18,2118.3623046875
2018-06-19,2112.477294921875
2018-06-20,2118.905517578125
2018-06-21,2095.917236328125
2018-06-22,2076.523193359375
2018-06-25,2024.8482666015625
2018-06-26,2014.835205078125
2018-06-27,1976.4420166015625
2018-06-28,1994.20654296875
2018-06-29,2001.711669921875
2018-07-02,2022.300537109375
2018-07-03,2034.4365234375
2018-07-05,2043.244873046875
2018-07-06,2060.802490234375
2018-07-09,2055.58837890625
2018-07-10,2038.1988525390625
2018-07-11,2027.149169921875
2018-07-12,2031.35595703125
2018-07-13,2006.0072021484375
2018-07-16,1994.71044921875
2018-07-17,2005.098876953125
2018-07-18,1998.5714111328125
2018-07-19,1985.42822265625
2018-07-20,1984.509765625
2018-07-23,1970.981201171875
2018-07-24,2000.882080078125
2018-07-25,2039.82861328125
2018-07-26,2057.05029296875
2018-07-27,2058.92626953125
2018-07-30,2004.4864501953125
2018-07-31,2003.3211669921875
2018-08-01,1997.8011474609375
2018-08-02,2007.61669921875
2018-08-03,2004.298828125
2018-08-06,2049.861083984375
2018-08-07,2051.974609375
2018-08-08,2019.3974609375
2018-08-09,1918.072021484375
2018-08-10,1873.9019775390625
2018-08-13,1831.0455322265625
2018-08-14,1810.5947265625
2018-08-15,1840.1597900390625
2018-08-16,1802.141845703125
2018-08-17,1817.635498046875
2018-08-20,1835.3311767578125
2018-08-21,1874.3167724609375
2018-08-22,1893.0
2018-08-23,1871.176513671875
2018-08-24,1879.5108642578125
2018-08-27,1911.4656982421875
2018-08-28,1907.0517578125
2018-08-29,1919.691650390625
2018-08-30,1919.661865234375
2018-08-31,1927.1173095703125
2018-09-04,1901.255126953125
2018-09-05,1868.49072265625
2018-09-06,1885.59375
2018-09-07,1878.0001220703125
2018-09-10,1852.2762451171875
2018-09-11,1857.381591796875
2018-09-12,1852.59228515625
2018-09-13,1859.04052734375
2018-09-14,1892.279052734375
2018-09-17,1867.0885009765625
2018-09-18,1887.1837158203125
2018-09-19,1902.657470703125
2018-09-20,1923.35498046875
2018-09-21,1932.2421875
2018-09-24,1934.237060546875
2018-09-25,1930.5340576171875
2018-09-26,1942.8775634765625
2018-09-27,1944.6845703125
2018-09-28,1959.1612548828125
2018-10-01,1964.3057861328125
2018-10-02,1951.84375
2018-10-03,1947.933349609375
2018-10-04,1909.194580078125
2018-10-05,1880.0047607421875
2018-10-08,1877.1014404296875
2018-10-09,1847.08203125
2018-10-10,1766.3455810546875
2018-10-11,1759.4034423828125
2018-10-12,1784.5450439453125
2018-10-15,1788.6529541015625
2018-10-16,1807.355712890625
2018-10-17,1827.342529296875
2018-10-18,1789.0281982421875
2018-10-19,1783.1329345703125
2018-10-22,1804.4130859375
2018-10-23,1807.0892333984375
2018-10-24,1731.6258544921875
2018-10-25,1781.9381103515625
2018-10-26,1748.64013671875
2018-10-29,1765.64453125
2018-10-30,1813.013916015625
2018-10-31,1851.11083984375
2018-11-01,1872.3515625
2018-11-02,1851.5355224609375
2018-11-05,1847.6942138671875
2018-11-06,1925.0533447265625
2018-11-07,1973.1536865234375
2018-11-08,1952.85107421875
2018-11-09,1913.381591796875
2018-11-12,1882.4140625
2018-11-13,1886.16650390625
2018-11-14,1864.728271484375
2018-11-15,1865.22216796875
2018-11-16,1832.092041015625
2018-11-19,1757.715087890625
2018-11-20,1728.515380859375
2018-11-21,1738.3604736328125
2018-11-23,1741.994384765625
2018-11-26,1779.8741455078125
2018-11-27,1801.7667236328125
2018-11-28,1846.045166015625
2018-11-29,1841.799072265625
2018-11-30,1868.1944580078125
2018-12-03,1895.666015625
2018-12-04,1839.8143310546875
2018-12-06,1858.6751708984375
2018-12-07,1811.5426025390625
2018-12-10,1803.149169921875
2018-12-11,1829.1591796875
2018-12-12,1832.91162109375
2018-12-13,1810.1207275390625
2018-12-14,1784.5152587890625
2018-12-17,1717.7420654296875
2018-12-18,1747.267578125
2018-12-19,1714.887939453125
2018-12-20,1683.831787109375
2018-12-21,1612.940673828125
2018-12-24,1596.587890625
2018-12-26,1681.9259033203125
2018-12-27,1696.2939453125
2018-12-28,1694.3485107421875
2018-12-31,1700.85595703125
2019-01-02,1700.14501953125
2019-01-03,1642.29833984375
2019-01-04,1696.046875
2019-01-07,1690.388671875
2019-01-08,1665.800537109375
2019-01-09,1628.8389892578125
2019-01-10,1656.330322265625
2019-01-11,1645.03369140625
2019-01-14,1671.685791015625
2019-01-15,1677.0477294921875
2019-01-16,1659.5299072265625
2019-01-17,1702.9200439453125
2019-01-18,1738.22216796875
2019-01-22,1687.5841064453125
2019-01-23,1722.471923828125
2019-01-24,1773.1888427734375
2019-01-25,1779.6370849609375
2019-01-28,1790.894287109375
2019-01-29,1786.1546630859375
2019-01-30,1795.930419921875
2019-01-31,1809.8638916015625
2019-02-01,1813.9617919921875
2019-02-04,1837.6910400390625
2019-02-05,1878.4444580078125
2019-02-06,1883.05615234375
2019-02-07,1853.5599365234375
2019-02-08,1847.664794921875
2019-02-11,1841.6510009765625
2019-02-12,1871.561767578125
2019-02-13,1895.9327392578125
2019-02-14,1878.5135498046875
2019-02-15,1909.3623046875
2019-02-19,1911.268310546875
2019-02-20,1902.05517578125
2019-02-21,1882.44384765625
2019-02-22,1886.60107421875
2019-02-25,1866.36767578125
2019-02-26,1891.745849609375
2019-02-27,1882.1376953125
2019-02-28,1675.7938232421875
2019-03-01,1692.620361328125
2019-03-04,1686.4385986328125
2019-03-05,1724.07177734375
2019-03-06,1729.6904296875
2019-03-07,1703.4134521484375
2019-03-08,1694.3387451171875
2019-03-11,1688.49267578125
2019-03-12,1714.265869140625
2019-03-13,1738.6666259765625
2019-03-14,1722.0472412109375
2019-03-15,1730.2335205078125
