Date,GVT&D.NS
2018-09-07,277.4921875
2018-09-10,273.82598876953125
2018-09-11,267.23675537109375
2018-09-12,267.5835266113281
2018-09-14,275.7581787109375
2018-09-17,277.1949462890625
2018-09-18,281.3070373535156
2018-09-19,274.8168640136719
2018-09-21,264.4623107910156
2018-09-24,261.440185546875
2018-09-25,255.5445098876953
2018-09-26,254.25640869140625
2018-09-27,245.53675842285156
2018-09-28,233.59681701660156
2018-10-01,233.1509246826172
2018-10-03,260.0033874511719
2018-10-04,263.2237243652344
2018-10-05,256.3867492675781
2018-10-08,253.61231994628906
2018-10-09,265.1559143066406
2018-10-10,264.0659484863281
2018-10-11,255.84178161621094
2018-10-12,256.98126220703125
2018-10-15,253.90957641601562
2018-10-16,252.81961059570312
2018-10-17,253.0673370361328
2018-10-19,243.05960083007812
2018-10-22,237.2630157470703
2018-10-23,230.4755859375
2018-10-24,228.6920166015625
2018-10-25,227.50299072265625
2018-10-26,228.49386596679688
2018-10-29,230.27740478515625
2018-10-30,230.52511596679688
2018-10-31,228.6920166015625
2018-11-01,233.10137939453125
2018-11-02,238.00616455078125
2018-11-05,233.34909057617188
2018-11-06,226.21485900878906
2018-11-07,231.0205535888672
2018-11-09,231.86280822753906
2018-11-12,225.9176025390625
2018-11-13,226.85891723632812
2018-11-14,226.21485900878906
2018-11-15,224.2826690673828
2018-11-16,231.31781005859375
2018-11-19,226.90846252441406
2018-11-20,220.66600036621094
2018-11-21,234.14178466796875
2018-11-22,241.52374267578125
2018-11-26,245.0413360595703
2018-11-27,238.10525512695312
2018-11-28,240.63197326660156
2018-11-29,233.69590759277344
2018-11-30,229.23699951171875
2018-12-03,230.92147827148438
2018-12-04,230.27740478515625
2018-12-05,225.47171020507812
2018-12-06,224.3817596435547
2018-12-07,220.96327209472656
2018-12-10,225.6698760986328
2018-12-11,236.32168579101562
2018-12-12,245.09088134765625
2018-12-13,258.5666809082031
2018-12-14,254.35548400878906
2018-12-17,249.10386657714844
2018-12-18,253.41415405273438
2018-12-19,260.49884033203125
2018-12-20,259.904296875
2018-12-21,257.4271545410156
2018-12-24,265.7008972167969
2018-12-26,282.34747314453125
2018-12-27,288.1935729980469
2018-12-28,293.54425048828125
2018-12-31,289.97711181640625
2019-01-01,295.97186279296875
2019-01-02,286.3604736328125
2019-01-03,292.8506164550781
2019-01-04,300.3316955566406
2019-01-07,303.35382080078125
2019-01-08,293.69287109375
2019-01-09,292.5533752441406
2019-01-10,309.3486022949219
2019-01-11,308.1595153808594
2019-01-14,312.3707275390625
2019-01-15,308.4072570800781
2019-01-16,311.6770935058594
2019-01-17,318.266357421875
2019-01-18,316.5323791503906
2019-01-21,305.3355712890625
2019-01-22,307.91180419921875
2019-01-23,302.95745849609375
2019-01-24,292.999267578125
2019-01-25,285.41912841796875
2019-01-28,283.73468017578125
2019-01-29,293.3460693359375
2019-01-30,291.7111511230469
2019-01-31,290.91845703125
2019-02-01,293.9901428222656
2019-02-04,289.63031005859375
2019-02-05,278.8794250488281
2019-02-06,294.0396728515625
2019-02-07,294.485595703125
2019-02-08,287.6981506347656
2019-02-11,288.24310302734375
2019-02-12,289.3825988769531
2019-02-14,279.4244079589844
2019-02-15,281.2079162597656
2019-02-18,282.3970031738281
2019-02-19,273.82598876953125
2019-02-20,272.3397216796875
2019-02-21,285.7164001464844
2019-02-22,297.2599792480469
2019-02-25,289.2835388183594
2019-02-26,283.0906066894531
2019-02-27,285.2705078125
2019-02-28,286.4595642089844
2019-03-01,288.3917236328125
2019-03-05,305.53375244140625
2019-03-06,292.9001770019531
2019-03-07,292.5533752441406
2019-03-08,285.91455078125
2019-03-11,284.6264343261719
2019-03-12,283.9823913574219
2019-03-13,290.5221252441406
2019-03-14,295.1791687011719
2019-03-15,289.5807800292969
2019-03-18,282.5456237792969
2019-03-19,277.39312744140625
2019-03-20,273.13238525390625
2019-03-22,268.0789489746094
2019-03-25,272.6865234375
2019-03-26,269.66436767578125
2019-03-27,261.6383361816406
2019-03-28,271.1011047363281
2019-04-01,275.1141052246094
2019-04-02,288.738525390625
2019-04-03,286.3109436035156
2019-04-04,280.0189208984375
2019-04-05,275.31231689453125
2019-04-08,271.3488464355469
2019-04-09,275.60955810546875
2019-04-10,274.22235107421875
2019-04-11,273.5782775878906
2019-04-12,274.22235107421875
2019-04-15,272.5378723144531
2019-04-16,267.1871643066406
2019-04-18,258.1702880859375
2019-04-22,251.9278564453125
2019-04-23,252.52236938476562
2019-04-24,252.67098999023438
2019-04-25,260.7465515136719
2019-04-26,262.6291809082031
2019-04-30,252.7205352783203
2019-05-02,249.45068359375
2019-05-03,247.4689483642578
2019-05-06,241.67236328125
2019-05-07,238.35296630859375
2019-05-08,230.9710235595703
2019-05-09,225.37261962890625
2019-05-10,225.22398376464844
2019-05-13,235.82626342773438
2019-05-14,233.10137939453125
2019-05-15,237.75845336914062
2019-05-16,232.90321350097656
2019-05-17,229.13790893554688
2019-05-20,270.35797119140625
2019-05-21,264.36322021484375
2019-05-22,261.29156494140625
2019-05-23,260.3997497558594
2019-05-24,263.1246032714844
2019-05-27,282.5456237792969
2019-05-28,273.0332946777344
2019-05-29,269.1689147949219
2019-05-30,261.1924743652344
2019-05-31,258.76483154296875
2019-06-03,255.79222106933594
2019-06-04,254.9004364013672
2019-06-06,256.6839904785156
2019-06-07,252.3737335205078
2019-06-10,254.75181579589844
2019-06-11,253.95912170410156
2019-06-12,245.28903198242188
2019-06-13,239.74017333984375
2019-06-14,229.9306182861328
